business_id|name|city|state|latitude|longitude|stars|review_count|price|genres|avg score
LRKJF43s9-3jG9Lgx4zODg|Culver's|De Forest|WI|43.2755625|-89.3658244|4.5|13|1|Food /// Ice Cream & Frozen Yogurt /// Fast Food|4.36
E6r76XG8u6qJCJuyAMVFrg|Pizza Hut|De Forest|WI|43.2393613|-89.342612|4.0|4|1|Italian /// Pizza /// Chicken Wings|4.0
RgDg-k9S5YD_BaxMckifkg|Chang Jiang Chinese Kitchen|De Forest|WI|43.2394189|-89.3424846|4.0|4|N/A|Chinese|3.75
S0VkwedfHhohKoeT9-lCBA|Jimmy John's|De Forest|WI|43.2407781|-89.3437025|2.0|3|1|Sandwiches|2.0
ve8TPUY6IgTsgB3ZHabl-Q|Landmark|De Forest|WI|43.247335|-89.34407|1.0|3|N/A|BarsNightlife /// Diners|1.0
rdAdANPNOcvUtoFgcaY9KA|Green Lantern Restaurant|Mc Farland|WI|43.0258026|-89.3063407|3.5|42|2|American (Traditional)|3.5
ZfIJYXEm6PSxmEc-11mbZQ|Culver's|Mc Farland|WI|43.0137642|-89.3021944|4.0|5|1|Food /// Ice Cream & Frozen Yogurt /// Fast Food|4.0
_wZTYYL7cutanzAnJUTGMA|Beach House Restaurant & Lounge|Mc Farland|WI|43.0177797|-89.3038349|3.5|39|2|Bars /// American (Traditional) /// Nightlife /// Lounges|3.38
zOc8lbjViUZajbY7M0aUCQ|Spartan Pizza|Mc Farland|WI|43.0141412|-89.2886604|4.0|13|1|Burgers /// Bars /// Pizza /// Nightlife|3.86
UgjVZTSOaYoEvws_lAP_Dw|Main Moon|Mc Farland|WI|43.0183968|-89.2990876|3.5|9|1|Chinese|3.63
SKLw05kEIlZcpTD5pqma8Q|Imperial Garden|Middleton|WI|43.090642|-89.485169|3.0|52|2|Chinese|3.19
77ESrCo7hQ96VpCWWdvoxg|Mi Cocina|Middleton|WI|43.091176|-89.487249|3.0|21|2|Mexican|3.05
KTqNU4plO23583DYAMGXYg|Domino's Pizza|Middleton|WI|43.0969955|-89.5008508|3.0|9|1|Sandwiches /// Pizza /// Chicken Wings|3.33
MKsb2VpLB-0UBODcInDsSw|China Wok Buffet|Middleton|WI|43.0965066|-89.501014|2.5|15|1|Chinese|2.69
ShEYKerTwb2LSORE5o_s7A|Prairie Cafe & Bakery|Middleton|WI|43.1072304|-89.4969553|3.5|42|1|Bakeries /// Food /// Breakfast & Brunch /// Coffee & Tea|3.61
HaBkx5PwvbBpQ2iNCgHnVQ|Paul's Neighborhood Bar|Middleton|WI|43.101459|-89.511049|3.5|14|1|Bars /// American (New) /// Nightlife|3.5
KW6HejC-67KSL9J8Cz1dSw|Chin's Asia Fresh|Middleton|WI|43.0753452677|-89.5284801808|3.0|39|2|Chinese|3.22
wl-7A4jC0f27MOEmW-XTbQ|Grand China Restaurant|Middleton|WI|43.1035561|-89.4864809|3.5|12|1|Chinese|3.64
suQyHycqv8nA7EualcUB3g|Dennys|Middleton|WI|43.0906288|-89.5240901|3.0|5|1|Diners|2.5
c5awCF5eu0ZkxUf_i94uPA|Bristled Boar Saloon & Grill|Middleton|WI|43.1033362|-89.4925824|3.5|21|1|Bars /// American (Traditional) /// Nightlife|3.39
uga5g16PncJOtY7Sc3A05w|McDonald's|Middleton|WI|43.0905898|-89.5250644|4.5|7|1|Burgers /// Fast Food|4.25
xbJ9tdGbcVJIUkNgHSCwZQ|Hody Bar & Grill|Middleton|WI|43.0961033|-89.5132252|2.0|17|1|Arts & Entertainment /// American (Traditional) /// Music Venues /// Bars /// Nightlife|2.27
koRLvzIl-4fCybOIdk56jA|Louisianne's|Middleton|WI|43.095616|-89.511021|4.0|69|3|Cajun/Creole /// Seafood|3.95
cruBFtsFaBuhX_I72uU8pA|Papa John's Pizza|Middleton|WI|43.0956809|-89.4945693|2.0|4|2|Pizza|1.33
X47o6R2rWiqGqvBtC7VS3Q|Three Sisters Old Town Inn|Middleton|WI|43.0999215|-89.5111795|3.5|32|1|Breakfast & Brunch|3.53
lN-5-YTsaJr_IByyA476iw|Middleton Sport Bowl|Middleton|WI|43.0966736|-89.4997544|3.5|13|1|Active Life /// Bowling|3.5
IEmqrFe96NOhU07TA0rZdw|Stamm House At Pheasant Branch|Middleton|WI|43.104086|-89.494781|2.0|7|2|American (Traditional)|2.14
KFJ1jBfFkRfyn3AoAUl3YQ|Hardee's|Middleton|WI|43.097013|-89.5165749|4.5|6|1|Burgers /// Fast Food|4.33
JRPrCy55SB366pvMEGy-Xg|Fitzgerald's|Middleton|WI|43.108671|-89.510812|3.5|17|2|Steakhouses|3.25
G1qUGBNYNS220jKlPAlFsA|The Village Green|Middleton|WI|43.095724|-89.5120419|4.0|49|1|Pubs /// Bars /// American (Traditional) /// Nightlife|4.07
6oDZ78JiSKjXVLcurCpnhw|Nitty Gritty Middleton|Middleton|WI|43.0844617|-89.5014542|3.0|24|2|Bars /// American (Traditional) /// Nightlife|3.09
kiAsweI4sOjDzGyz3Y_HsQ|Culver's|Middleton|WI|43.1062742|-89.5113122|4.5|17|1|Food /// Ice Cream & Frozen YogurtBurgers|4.33
q8fD82us6uuGufvI44NoAg|Vin Santo|Middleton|WI|43.0956058|-89.5108863|4.0|79|2|Italian|3.99
oc0rCahXOaJeHLzzDdSfyA|Soup Factory|Middleton|WI|43.0961286|-89.5136731|3.0|3|1||3.0
Nj0vQjUYjaa7qbvZlEr2jQ|Club Tavern & Grille|Middleton|WI|43.0968804|-89.4946898|2.5|31|2|Bars /// American (New) /// Nightlife|2.63
B0Vuwn6Hugc-0U5n31YBfg|C's Restaurant Bakery and Coffee Shop|Middleton|WI|43.102896|-89.48674|4.0|25|1|Bakeries /// Food /// American (Traditional)Donuts|4.09
BPftTf2ZNidSaeyyXcxhdg|Subway|Middleton|WI|43.103449|-89.487044|3.0|3|1|Fast Food /// Sandwiches|3.0
3zD6rxB92Mr0jb-LoYFFWw|Burger King|Sun Prairie|WI|43.1878972|-89.2271655|1.5|18|1|Burgers|1.33
hJPi219V-e99Kedk2cSbEA|Jimmy John's|Sun Prairie|WI|43.1982824|-89.2119398|3.5|3|1|Sandwiches|3.33
9wsv3WwH0HtwPvD8XCdT_g|Culver's Frozen Custard|Sun Prairie|WI|43.1782088|-89.2387305|4.0|7|1|Food /// Ice Cream & Frozen Yogurt /// Fast Food|4.0
b3HiA0pIJ-qIUfXwqIvAZQ|Anna's Pizzeria|Sun Prairie|WI|43.1778077|-89.2403448|4.5|17|2|Pizza|4.38
OC8AUJshLVimn_-P_INvJw|Pizza Pit|Sun Prairie|WI|43.1832772|-89.2185271|2.5|7|1|Sandwiches /// Pizza /// Chicken Wings|2.78
04h3nxtkDfaKsJhrKRHZ-Q|Taco Bell|Sun Prairie|WI|43.174555|-89.25008|1.5|8|1|Fast Food /// Mexican /// Tex-Mex|1.57
Y_hWal1CfHfSaMEfXcIumQ|Subway|Sun Prairie|WI|43.1784005|-89.2377158|3.5|3|1|Fast Food /// Sandwiches|3.33
ZXDlrA9Aqsda1WfQD3H6aw|Papa Murphy's Take and Bake Pizza|Sun Prairie|WI|43.1753564|-89.2482746|3.0|4|2|Pizza|3.0
2pmMehsVKnwhgWPSOxrkjA|Panda Garden|Sun Prairie|WI|43.1886488|-89.228567|3.5|14|1|Chinese|3.58
NDAxF0_RCZBQedVO_d5WnA|Chang Jiang|Sun Prairie|WI|43.1816362|-89.2294373|3.0|17|1|Chinese|3.33
eptljN50_4BpIwc2Op_A_A|Deli Roma|Sun Prairie|WI|43.1783069|-89.241085|4.0|21|1|Delis|4.42
Xp7OA8gz7zDgB3I54jyb4g|SIR Hobo's|Sun Prairie|WI|43.182445|-89.225628|3.0|24|1||3.09
5uxhIGZlJm9g_zfG_83z5Q|Peking Chinese Restaurant|Sun Prairie|WI|43.1753699|-89.2482376|2.5|3|N/A|Chinese|2.67
yV-eB-pQVeWE7W-WPC8BUg|Prairie Diner|Sun Prairie|WI|43.1881219|-89.230805|4.0|25|1|Diners|4.18
unMqU0OrlniCOKZIoQHb0A|KFC|Sun Prairie|WI|43.1866|-89.2315|1.0|5|N/A|Fast Food /// Chicken Wings|1.0
MlWXHxdbIODf9GUcvUTfGQ|Country Cafe|Sun Prairie|WI|43.1870224|-89.2309754|3.5|13|2|Breakfast & Brunch /// American (Traditional) /// Diners|3.67
RIsEPpt2jM7c_Ko_CyLwMw|Dairy Queen|Sun Prairie|WI|43.1823765|-89.2251875|3.5|5|1|Food /// Ice Cream & Frozen Yogurt /// Fast Food|3.5
zgxNUxS8eIyhkrXegDLtjQ|McGovern's  Enterprises|Sun Prairie|WI|43.1822015|-89.2275317|3.5|7|2|Burgers /// Steakhouses /// Sandwiches|3.38
O_Pu4mKGOqQVlmH07Zbnhg|The Rodeside Grill|Windsor|WI|43.193601|-89.339602|4.0|29|2|American (Traditional)|3.89
HGzdDbukK8RJEc623kLz5Q|A&W Restaurant|Windsor|WI|43.1955564|-89.3441762|3.5|14|1|Burgers /// Fast Food|3.75
oX6KamASYXnMIe5kpVhezw|Flaming Wok|Madison|WI|43.1206623|-89.3089837|3.5|31|1|Chinese|3.45
S4TWo9X6b3gU6uucj4JN3g|Laredo's|Madison|WI|43.1204129|-89.3146147|3.5|26|2|Mexican|3.41
xZwaUcrFMSY1O9dK2dAUpA|China Wok|Madison|WI|43.0945835|-89.3641631|3.5|22|1|Chinese|3.48
qQvpS262VPEHKZvM6j5uhQ|Callahan's Sports Pub|Madison|WI|43.124427|-89.324419|2.5|17|1|BarsAmerican (Traditional) /// Sports Bars /// Nightlife|2.5
XWDk-pLSbVE2Vvv9Z-zusQ|Burger King|Madison|WI|43.101439|-89.347232|1.5|18|1|Fast Food|1.41
1hBOR97oX5Xph3J8Tdob7w|Cheeseburger in Paradise|Middleton|WI|43.0907640772|-89.5292315087|2.5|41|2|Burgers /// American (Traditional)|2.33
ybkWtM1ZnT2ewuquj3A9KQ|Benvenuto's Italian Grill|Madison|WI|43.1288990362|-89.3600500521|3.0|32|2|Italian|3.09
zAsxPh3h9xMQnSDGl41kSg|Wilson's Bar|Madison|WI|43.093214|-89.350403|3.5|19|1|Bars /// Burgers /// Sandwiches /// Nightlife /// Sports Bars|3.57
YEGS2TuSk7TQ_F8fWsE9ag|Veterans of Foreign Wars Truax-Longmire Post 8483|Madison|WI|43.1623535|-89.3355507|4.0|3|1|American (Traditional)|4.0
lNE3gOMb724YPlZAA8WlXQ|Denny's|Madison|WI|43.1231549881|-89.3143174052|2.5|15|1|American (Traditional)|2.69
cpGv6ES2hzPCtCUQgipwXw|New Orleans Take-Out|Madison|WI|43.0984345318|-89.3644666672|4.0|52|1|Sandwiches /// Cajun/Creole /// Seafood|4.15
wPidHd5FxspPRgVqdEQ-Xw|Pedro's Mexican Restaurante|Madison|WI|43.1146165|-89.3254853|2.5|59|2|Mexican|2.48
9hf_gSaDn3cdLsE6vTsUfw|Happy Wok|Madison|WI|43.1470709|-89.287972|4.0|8|1|Chinese|4.0
yYIEKwgQUHJpySOcVdCAkg|Perkins Restaurant & Bakery|Madison|WI|43.1359|-89.2994502|3.0|15|2|Bakeries /// Food /// Breakfast & Brunch /// American (Traditional)|2.93
pSiRWeCqs7a1xvS9ycLoTQ|Chang Jiang|Madison|WI|43.1056341465|-89.2967010739|2.5|5|1|Chinese|3.0
QF14BFUVHRODxGNVflgm3A|Cracker Barrel Old Country Store|Madison|WI|43.1295964|-89.2934283|3.0|23|1|Breakfast & Brunch /// American (Traditional) /// Southern|2.7
11yg-JMNCFowyIjJarzuDQ|Hardee's|Madison|WI|43.132307|-89.300914|3.5|6|1|American (New)|3.5
q83uB6EGF6y2MuR-7VZPRg|Culver's|Madison|WI|43.1341322|-89.3728554|3.0|8|1|Food /// Ice Cream & Frozen Yogurt /// Fast Food|2.71
oudTF4EN_C8thENGiTQf-w|Chili's Bar & Grill|Madison|WI|43.1266792|-89.3087635|3.0|19|2|BarsNightlife /// Tex-Mex|3.11
ZjwZIQM4TfFO7T7ck7FtYQ|Copps Food Center|Madison|WI|43.112943|-89.349625|2.5|11|2|Food /// Beer, Wine & Spirits /// Grocery /// Delis|2.67
MVFeOZVt641WBvdsRmnhPg|Slice's Bar & Grill|Madison|WI|43.104434|-89.357979|4.0|8|1|Dive Bars /// Bars /// American (Traditional) /// Nightlife|3.86
9vgu6o1CwP5NakVkb29z0g|Sarku Japan|Madison|WI|43.1280801|-89.3043221|4.5|6|1|Japanese|4.33
JdCFcgw4yk4M1ZRhAhBIag|Applebee's|Madison|WI|43.130005|-89.303977|2.5|25|2|Bars /// American (Traditional) /// Nightlife /// Steakhouses /// Sports Bars|2.25
311yXufoXR2dFngMHS9MFg|McDonald's|Madison|WI|43.104087|-89.340903|3.0|6|1|Burgers /// Fast Food|3.4
QB64-PgfEUzbrOL50bJ0Bw|Wendy's|Madison|WI|43.121874|-89.3179828|2.0|4|1|Burgers /// Fast Food|2.0
rgyvl8tNVAony634_9vFdQ|Taco Bell|Madison|WI|43.10379|-89.342924|2.5|10|1|Fast Food /// Mexican /// Tex-Mex|2.67
v5a-Mj4eO1E--HmgwEWo7A|Red Lobster|Madison|WI|43.128034|-89.307157|3.0|28|2|Seafood /// American (Traditional)|3.08
HTplzElel_F_U_qhWuDKdg|Dexter's Pub|Madison|WI|43.1034474|-89.3501215|3.5|75|2|Pubs /// Bars /// American (New) /// Nightlife|3.7
0oQFFOdPZycIBmGkoBrlbg|Noodles & Company|Madison|WI|43.1254079487|-89.3096987728|3.5|30|1|Italian /// Comfort Food /// Asian Fusion|3.31
QdSGdvZATzejDkSs435Rdw|Eagle Crest Bar|Madison|WI|43.1070277512|-89.2873446108|3.5|13|1|Dive Bars /// Burgers /// Bars /// Nightlife|3.57
1YEuqVtVMHdpavzoGcUUug|International House of Pancakes|Madison|WI|43.1301419411|-89.3064034109|2.0|15|1|Breakfast & Brunch /// American (Traditional)|2.14
7uoxZ35biPZfl8m5w2_XRA|Papa John's Pizza|Madison|WI|43.1008373163|-89.3489094618|4.5|5|2|Pizza|3.83
uzJ2Vefb951El2oneQI8NQ|Wong's Garden|Madison|WI|43.0925288|-89.3538449|3.5|18|1|Chinese|3.5
JPFzpR5PvZWqHXQMIZFk2w|Cool Beans Coffee Cafe|Madison|WI|43.1229341|-89.3090068|4.5|43|1|Food /// Coffee & Tea /// Cafes|4.29
fjaQ3Ixkofh8xGhklUtDnA|Monty's Blue Plate Diner|Madison|WI|43.09242|-89.3518969|4.0|375|1|American (Traditional) /// Diners|4.04
J2AiPQnKWBxBwc4MMkbH8w|Villa Tap|Madison|WI|43.1233893|-89.3553901|4.0|18|1|Dive Bars /// Bars /// American (Traditional) /// Nightlife|4.0
YlznKuAxnd7j3QfXFzoIog|Players Sports Bar|Madison|WI|43.0925151|-89.3546142|4.5|18|1|Bars /// Burgers /// Sandwiches /// Nightlife /// Sports Bars|4.38
Ryq600aoE3h8_qRQGIed9A|People's Bakery|Madison|WI|43.1030951|-89.3456846|4.0|60|1|Bakeries /// Lebanese /// Food /// Mediterranean /// Middle Eastern|4.17
jqOPL979k-t_Vc049CnAjg|Rosati's Authentic Chicago Pizza|Madison|WI|43.1055563606|-89.2966957014|3.5|7|2|Pizza|3.5
nE51k932dNFc-gClgPguVw|Food Fight Inc|Madison|WI|43.0922016|-89.3546823|3.5|3|N/A|American (Traditional)|3.33
xMyTUliefguc3bfetGebJg|Pizza Pit|Madison|WI|43.0923911|-89.3610073|2.5|8|2|Caterers /// Pizza /// Event Planning & Services|2.4
jqo3Ljexof9sA8PhSTwEjA|Maharaja Restaurant|Madison|WI|43.1224002|-89.3108083|4.0|44|2|Indian|4.0
68JsiWNLKs8NDCrBCxIWMA|Esquire Club|Madison|WI|43.111265|-89.363442|3.0|32|2|Steakhouses|2.93
PhdMPqSdLZi6IV8SdnpUAQ|Olive Garden Italian Restaurant|Madison|WI|43.1263218|-89.3093442|3.5|22|2|Bars /// Salad /// Wine Bars /// Nightlife /// Italian|3.35
eC4iEcRR3p5NLq9Zf80ZGg|Imperial Garden Chinese Restaurant|Madison|WI|43.1264618|-89.3115905|3.5|32|2|Chinese|3.35
-4PHmmCt_RmAfaE3sDKW_g|Mr Roberts|Madison|WI|43.092992|-89.351504|3.0|14|1|Bars /// Dive Bars /// Burgers /// Nightlife /// American (New)|3.36
JJFoeKZXgi2_LeECDMkkoQ|Tip Top Tavern|Madison|WI|43.107164|-89.351047|4.0|55|2|Pubs /// Bars /// American (New) /// Nightlife|4.09
vdWTm_hVFdt5s8Ca1Xyddw|KFC|Madison|WI|43.1314|-89.2999|2.0|4|N/A|Fast Food /// Chicken Wings|1.75
KHOHjA8HOcTlFBCtMQFv8A|Harmony Bar & Grill|Madison|WI|43.093003|-89.349182|4.0|41|2|Dive Bars /// Bars /// American (Traditional) /// Nightlife|3.76
ykxf0XiJt-d76dBwfO_yew|TGI Friday's|Madison|WI|43.131064|-89.2985829|3.0|18|2|BarsAmerican (Traditional) /// Sports Bars /// Nightlife|3.06
HLWtNcf3l-wKb6v9duteMQ|Smoky Jon's #1 BBQ|Madison|WI|43.123698|-89.355581|4.0|162|2|Barbeque|4.09
XIZ259hZ6Yww3C0o97MgUQ|Fazoli's|Madison|WI|43.127149|-89.30111|2.5|12|1|Italian|2.64
Pa_brCvUaiUPPvm3tJQwgw|Dimitri's Gyros|Madison|WI|43.1147614|-89.328732|3.5|3|1|Greek|3.0
j515klfbCAEF3KPiKvHz9g|Pat O'Malley's Jet Room|Madison|WI|43.1400680998|-89.3262535777|4.0|59|1|Diners|4.21
S2x-rEziU3ONR9zO_vpPxA|Panera Bread|Madison|WI|43.131264|-89.301283|3.0|19|1|Soup /// Sandwiches /// Salad|2.94
MONajnUQ5-IRtv8PSPn_yA|Cottage Cafe|Madison|WI|43.0852546|-89.306513|4.5|33|1|Breakfast & Brunch /// Cafes|4.29
Jb5SB2OXbRW0e7ErGlMK-Q|Michael's Frozen Custard|Madison|WI|43.0851381|-89.3252648|3.5|38|1|Food /// Ice Cream & Frozen YogurtBurgers|3.5
pHBQ-dQRwN3z7Rq7iSog-A|Pizza Hut|Madison|WI|43.0845957|-89.2995667|2.0|9|2|Italian /// Pizza /// Chicken Wings|2.0
Py2Jmwm7QXZRCVJ5hnPXgw|La Rosita Latina Grocery Store|Monona|WI|43.0546552|-89.3255237|4.5|10|1|Food /// Grocery /// Latin American /// Mexican|4.83
brkJrGv2Eaj9NTl9g2RMgA|Rocky Rococo Pan Style Pizza|Madison|WI|43.0703762|-89.3253853|2.5|3|1|Pizza|2.67
spiYqne1kXzYQxDTZfKt2g|Fat Jacks Barbecue|Monona|WI|43.050444|-89.325618|3.5|31|2|Barbeque|3.31
U_m1zmeKhRkqOLxHFBXdEg|La Bamba|Monona|WI|43.055932|-89.32615|2.5|6|1|Mexican|2.5
UyEbMXjDTNGks_k12fGNdg|Poppa Coronofoulos Gyros & Chicago Style Deli|Madison|WI|43.073723|-89.307305|3.5|4|1|Hot Dogs|4.5
8AGIIxZ-BBHbEGsgmhOOwA|Arby's|Madison|WI|43.047206|-89.305583|1.0|3|1|Burgers|1.0
cRqZ_w9ImfYYIXTHpJMv0Q|Silver Eagle Bar & Grill|Monona|WI|43.056329|-89.326148|3.0|21|2|Bars /// American (Traditional) /// Nightlife|3.17
kOXJrbuB1a1Na6sf_WQnDg|Tully's II Food & Spirits|Monona|WI|43.0486523|-89.3253781|2.0|12|2|Bars /// American (Traditional) /// Nightlife|2.17
I8Bx7iuHWz6d2TQDfKfjqA|Rossi's|Monona|WI|43.0546898|-89.325516|4.0|3|1|Pizza|4.0
ki33_SvM4kPjgA44Re8-zQ|Fraboni's Italian Specialties & Delicatessen|Monona|WI|43.056621|-89.326717|4.0|12|1|DelisItalian|3.79
LWmlH8MwUnwMWN5Ma8utnQ|Ken's Meat's & Deli|Monona|WI|43.0573597|-89.3261551|4.0|22|2|Food /// Specialty Food /// Delis /// Meat Shops|4.21
cCStad4wX3ADPbz5AHCn9g|KFC|Madison|WI|43.084|-89.3162|1.0|6|2|Fast Food /// Chicken Wings|1.0
xou2z56CFTWYoA99s4DpTg|Taco Bell|Monona|WI|43.0477|-89.3246|3.5|4|1|Fast Food /// Mexican /// Tex-Mex|3.0
QfCHvy6v39xPH7CvCASlFg|Buck's Pizza|Madison|WI|43.0836891|-89.3225822|4.0|19|1|Pizza|4.33
qodyGnpmj1zEfi7nJ534BA|David's Jamaican Cuisine|Monona|WI|43.0569909|-89.32527|4.0|43|1|Caribbean|3.92
unXHmjewHGeWQwJr74Sy9g|China Inn|Madison|WI|43.0843511|-89.2997981|3.0|12|1|Chinese|2.55
JD1uVun5FEF_Ih2PnHCbuA|Dairyland Family Restaurant|Madison|WI|43.084321|-89.31379|2.5|15|1|American (New)|2.57
CiZ_j-Hq5WK5WOW_zB7WZg|Green Forest Family Restaurant|Monona|WI|43.0485254|-89.3155007|4.0|4|1|Breakfast & Brunch /// American (Traditional) /// Comfort Food|4.0
R6TxOULUEMSq1-7P0w6kTA|Wendy's|Madison|WI|43.0633408|-89.3071542|3.0|4|N/A|Burgers /// Fast Food|3.0
4pZeC9W0EIiBTOJMnwG2vw|Red Robin Gourmet Burgers|Monona|WI|43.0465272|-89.3239208|2.5|44|2|Burgers /// American (Traditional)|2.48
2aai1pIfThxDTTD_WwXHeA|Taste of China|Monona|WI|43.0602545|-89.3267209|2.5|9|1|Chinese|2.17
jGU7WGOM2qUHofLKZAFAIg|Noodles & Company|Monona|WI|43.047024|-89.3238721|3.0|12|1|Italian /// Comfort Food /// Asian Fusion|2.9
FiP9q_YD5vgxu_Sflo5oZw|Culver's|Madison|WI|43.0837436|-89.3078087|3.5|10|1|Food /// Ice Cream & Frozen Yogurt /// Fast Food|3.27
FIR1SRvSAMNTO3VvNaJn2g|Toby's Supper Club|Madison|WI|43.0440001|-89.3027747|4.0|61|2|American (Traditional)|3.85
yrBo3c3OTKVO4H1ttBxadw|Pooley's|Madison|WI|43.1416016|-89.2849001|3.0|29|2|Bars /// American (Traditional) /// Venues & Event Spaces /// Nightlife /// Event Planning & Services /// Sports Bars|3.11
R825-NTAI2wG2C4mN-dtNA|Uno Pizzeria & Grill|Madison|WI|43.135442|-89.290761|3.5|39|2|American (Traditional) /// Pizza /// Gluten-Free|3.29
wN5WijlhJjW_3keXENR1cw|Sushi Box|Madison|WI|43.071852|-89.42842|3.5|46|2|Asian Fusion /// Sushi Bars /// Japanese|3.8
r5S_wYdu1vKRW1k-7_yOIA|Milio's Sandwiches|Madison|WI|43.0677216|-89.4236293|3.5|16|1|Sandwiches|3.6
Xia0Lo492MDWbCd48scnYA|Subway|Madison|WI|43.0727654|-89.4248377|1.5|3|1||1.67
27q7XsLrKPNwr8i5RcCOvQ|Boomerang's Bar & Grill|Urbana|IL|40.1050134|-88.1925483|4.0|10|1|Bars /// American (Traditional) /// Nightlife|3.75
UcuoAlVyNXeD1Na9M47qZw|Casey's Carry Out Pizza|Urbana|IL|40.114686|-88.1813252|3.5|3|1|Pizza|3.33
0kRBRm5xOWclzemsLl9iQA|Hickory River Smokehouse|Urbana|IL|40.128807|-88.197784|4.0|65|1|American (Traditional) /// Barbeque|3.79
Gf9HbiraKNZpxbxwScHBVw|The Apple Dumplin'|Urbana|IL|40.1336703544|-88.1625332782|3.5|24|1|American (Traditional)|3.7
9wAPwDJJlvaWQVF56fYEfQ|Wingstop|Urbana|IL|40.1134471|-88.2030657|4.5|3|1|Barbeque|3.5
DWZ1_iy-cTeehK5FTiqH-g|Steak 'n Shake|Urbana|IL|40.133231|-88.198592|1.5|7|1|Food /// Burgers /// Fast Food /// Ice Cream & Frozen Yogurt|1.57
vubRS4bmJ_8yXpn-67wNZA|First Wok|Urbana|IL|40.0962948|-88.1920978|4.0|26|1|Chinese|3.71
mv1gFZ8FYsFIOTENKhXddw|Papa Murphy's|Urbana|IL|40.1134471|-88.2030657|3.5|7|1|Pizza|3.83
1ZMcQNF-hHL0nJSnh5_a4w|El Toro|Urbana|IL|40.123643|-88.200627|3.5|16|1|Mexican|3.41
jO-ttNypCvyiirNMX0-I5w|Ned Kelly's Steakhouse|Urbana|IL|40.128228|-88.199861|3.5|3|N/A|American (New)|3.33
u-y1z3usKenHtOGrH5Vveg|Cracker Barrel Old Country Store|Urbana|IL|40.1334216|-88.1994685|3.5|21|2|Breakfast & Brunch|3.61
vxFeYTFre83stnrcLAj84A|Arby's|Urbana|IL|40.117801|-88.20475|3.5|4|1|Fast Food|3.33
yTlW8Xh1wPpvHBl3dGz9mA|Monical's Pizza|Urbana|IL|40.0833818|-88.1905185|3.0|23|2|Pizza|3.2
SQASst3NU4tA-t4cmWLILA|Subway|Champaign|IL|40.1105931|-88.2296109|2.5|9|1|Fast Food /// Sandwiches|2.38
kQIa72d-V_MuklkrDig3Mg|Rocks|Champaign|IL|40.112114|-88.241292|3.5|3|1|American (Traditional)|3.33
6M1F5AECDtWff1Tu3uLEWA|Empire Chinese Restaurant|Champaign|IL|40.110554|-88.232373|3.5|35|1|Chinese|3.52
Uw1DZhEtTmLzMcXmdpR8Pw|Silver Mine Subs|Champaign|IL|40.108174|-88.229693|3.5|16|1|Sandwiches|3.53
rE8048_DAh3Z8Tep466wrA|Mandarin Wok|Champaign|IL|40.1100319|-88.2330779|3.5|47|2|Chinese|3.33
RwhUzMEG2tVnZQY9dEuXzw|Kam's|Champaign|IL|40.1079898|-88.2295058|2.0|45|1|Bars /// Pubs /// Comfort Food /// Nightlife /// Sports Bars|2.05
cT9uP_Lr5bz6jhIqZPlLcw|El Charro|Champaign|IL|40.1100704|-88.2395746|4.0|39|1|Mexican|3.97
WuYyJjMOQ9-mYArlNWlaig|The Pita Pit|Champaign|IL|40.110039|-88.229804|3.5|3|1|Sandwiches|3.67
Vi9dFbRNDO8BzXJuCdVufg|Dorcas Restaurant|Champaign|IL|40.1100319|-88.2330779|4.0|7|1||4.0
UrxAu3jjRM_u6iQXDPzkSQ|Zorba's Restaurant|Champaign|IL|40.110085|-88.229304|4.0|88|1|Greek|3.92
1IxGmH6sn7CnUl8BVwp5hA|Garcia's Pizza In A Pan|Champaign|IL|40.110515|-88.237634|3.5|3|N/A|Pizza|3.67
vY3jiyABOyFOaGBujou8Vg|Luna|Champaign|IL|40.116715|-88.240606|3.0|62|2|Tapas Bars|3.12
1tK0k-vRgGFC3oSZNUJ58Q|Bombay Indian Grill|Champaign|IL|40.110474|-88.233544|3.5|70|2|Indian|3.54
iCOvcfVRfi-f05aeqBLpKg|Geovanti's|Champaign|IL|40.1100246|-88.2332899|3.0|33|1|Dive Bars /// BarsNightlife /// Italian|3.24
j9N_fG1PVCSY-3HY1TRQ5Q|Jimmy John's|Champaign|IL|40.1097893|-88.2408101|3.0|12|1|Sandwiches|3.09
u06X5C_pIAVuOXOznIcPYw|Home of Gourmet Chinese & Thai Restaurant|Champaign|IL|40.108116|-88.230005|3.5|31|1|Chinese|3.46
3lHBRYjfaMTZeWuQs9vvQw|Basil Thai Cafe|Champaign|IL|40.110554|-88.232373|3.0|14|1|Thai|2.92
K5PfWwW61Ajommy9xvXdAw|Kamakura Japanese Restaurant|Champaign|IL|40.107869|-88.2435628|3.0|55|2|Japanese|3.13
gwrFXlSudWuA-zxZeE5svA|Seaboat|Champaign|IL|40.0977581|-88.2487949|3.5|43|1|Soul Food /// Southern|3.6
H0D2HYqLd9MRCq68rtbTyQ|Olive Garden Italian Restaurant|Champaign|IL|40.1358519816|-88.2411279505|3.0|39|2|Bars /// Salad /// Wine Bars /// Nightlife /// Italian|2.78
mtQHSFxx35emKstqMxp9Cw|Basmati Indian Cuisine|Champaign|IL|40.114132|-88.238369|2.5|4|2|Pakistani /// Vegetarian /// Indian|3.0
